"COUNTY","DENSITY","POP","NAME","STATE","state","county",
"025","456.57870505","206428","Clermont County, Ohio","39","39","025",
"045","312.39289873","157574","Fairfield County, Ohio","39","39","045",
"039","92.567806459","38087","Defiance County, Ohio","39","39","039",
"071","78.037021703","43161","Highland County, Ohio","39","39","071",
"069","64.916674805","27006","Henry County, Ohio","39","39","069",
"081","160.06153277","65325","Jefferson County, Ohio","39","39","081",
"133","333.32935278","162466","Portage County, Ohio","39","39","133",
"137","70.171815753","33861","Putnam County, Ohio","39","39","137",
"013","125.921388","67006","Belmont County, Ohio","39","39","013",
"027","102.69035818","41968","Clinton County, Ohio","39","39","027",
"047","70.19621917","28525","Fayette County, Ohio","39","39","047",
"127","88.578059893","36134","Perry County, Ohio","39","39","127",
"129","116.62750047","58457","Pickaway County, Ohio","39","39","129",
"091","99.609680758","45672","Logan County, Ohio","39","39","091",
"097","96.028141938","44731","Madison County, Ohio","39","39","097",
"153","1310.6276681","541013","Summit County, Ohio","39","39","153",
"119","129.73521066","86215","Muskingum County, Ohio","39","39","119",
"143","143.34021742","58518","Sandusky County, Ohio","39","39","143",
"149","119.18202353","48590","Shelby County, Ohio","39","39","149",
"161","69.10612716","28275","Van Wert County, Ohio","39","39","161",
"167","94.799776992","59911","Washington County, Ohio","39","39","167",
"171","87.224875515","36692","Williams County, Ohio","39","39","171",
"011","113.745286","45656","Auglaize County, Ohio","39","39","011",
"029","191.53930458","101883","Columbiana County, Ohio","39","39","029",
"037","85.458901208","51113","Darke County, Ohio","39","39","037",
"123","159.10019022","40525","Ottawa County, Ohio","39","39","123",
"051","103.90010953","42126","Fulton County, Ohio","39","39","051",
"065","66.690088634","31365","Hardin County, Ohio","39","39","065",
"079","77.116814064","32413","Jackson County, Ohio","39","39","079",
"053","64.085817031","29898","Gallia County, Ohio","39","39","053",
"077","118.54863142","58266","Huron County, Ohio","39","39","077",
"099","555.73386662","228683","Mahoning County, Ohio","39","39","099",
"009","129.71315915","65327","Athens County, Ohio","39","39","009",
"001","47.438873099","27698","Adams County, Ohio","39","39","001",
"145","123.41902648","75314","Scioto County, Ohio","39","39","145",
"103","426.48703678","179746","Medina County, Ohio","39","39","103",
"095","1261.1260995","428348","Lucas County, Ohio","39","39","095",
"117","86.986162943","35328","Morrow County, Ohio","39","39","117",
"121","36.240107909","14424","Noble County, Ohio","39","39","121",
"135","96.368359631","40882","Preble County, Ohio","39","39","135",
"147","100.13676504","55178","Seneca County, Ohio","39","39","147",
"151","644.18021868","370606","Stark County, Ohio","39","39","151",
"003","254.28582804","102351","Allen County, Ohio","39","39","003",
"031","64.898306838","36600","Coshocton County, Ohio","39","39","031",
"033","103.27400791","41494","Crawford County, Ohio","39","39","033",
"041","472.01280004","209177","Delaware County, Ohio","39","39","041",
"055","233.94676271","93649","Geauga County, Ohio","39","39","055",
"059","74.436982464","38875","Guernsey County, Ohio","39","39","059",
"073","67.083076061","28264","Hocking County, Ohio","39","39","073",
"085","1003.8327763","230149","Lake County, Ohio","39","39","085",
"107","89.031394041","41172","Mercer County, Ohio","39","39","107",
"141","111.24118125","76666","Ross County, Ohio","39","39","141",
"023","337.84492931","134083","Clark County, Ohio","39","39","023",
"035","2701.4936537","1235072","Cuyahoga County, Ohio","39","39","035",
"075","104.03441376","43960","Holmes County, Ohio","39","39","075",
"093","630.77076244","309833","Lorain County, Ohio","39","39","093",
"109","263.18253318","106987","Miami County, Ohio","39","39","109",
"111","29.961166323","13654","Monroe County, Ohio","39","39","111",
"113","1152.0393866","531687","Montgomery County, Ohio","39","39","113",
"155","320.30123638","197974","Trumbull County, Ohio","39","39","155",
"165","584.76648345","234602","Warren County, Ohio","39","39","165",
"173","211.95638054","130817","Wood County, Ohio","39","39","173",
"005","126.45126569","53484","Ashland County, Ohio","39","39","005",
"007","138.50558787","97241","Ashtabula County, Ohio","39","39","007",
"043","4.8927868654","4891","Dewey County, Oklahoma","40","40","043",
"059","3.5509896953","3688","Harper County, Oklahoma","40","40","059",
"071","47.344747472","43538","Kay County, Oklahoma","40","40","071",
"083","64.544592052","48011","Logan County, Oklahoma","40","40","083",
"035","18.577400412","14142","Craig County, Oklahoma","40","40","035",
"143","1142.9119618","651552","Tulsa County, Oklahoma","40","40","143",
"147","124.00494179","51527","Washington County, Oklahoma","40","40","147",
"017","165.41304517","148306","Canadian County, Oklahoma","40","40","017",
"057","4.9380365263","2653","Harmon County, Oklahoma","40","40","057",
"061","21.894379055","12627","Haskell County, Oklahoma","40","40","061",
"077","13.949740473","10073","Latimer County, Oklahoma","40","40","077",
"111","55.151326485","38465","Okmulgee County, Oklahoma","40","40","111",
"113","20.90398952","46963","Osage County, Oklahoma","40","40","113",
"139","9.7894775523","19983","Texas County, Oklahoma","40","40","139",
"067","7.9082356423","6002","Jefferson County, Oklahoma","40","40","067",
"127","7.9510610878","11096","Pushmataha County, Oklahoma","40","40","127",
"047","57.68122497","61056","Garfield County, Oklahoma","40","40","047",
"083",null,"7927","Las Marías Municipio, Puerto Rico","72","72","083",
"087",null,"24553","Loíza Municipio, Puerto Rico","72","72","087",
"047",null,"32293","Corozal Municipio, Puerto Rico","72","72","047",
"095",null,"10321","Maunabo Municipio, Puerto Rico","72","72","095",
"113",null,"131881","Ponce Municipio, Puerto Rico","72","72","113",
"135",null,"72025","Toa Alta Municipio, Puerto Rico","72","72","135",
"137",null,"74271","Toa Baja Municipio, Puerto Rico","72","72","137",
"147",null,"8386","Vieques Municipio, Puerto Rico","72","72","147",
"151",null,"32282","Yabucoa Municipio, Puerto Rico","72","72","151",
"003",null,"36694","Aguada Municipio, Puerto Rico","72","72","003",
"025",null,"124606","Caguas Municipio, Puerto Rico","72","72","025",
"041",null,"38307","Cidra Municipio, Puerto Rico","72","72","041",
"043",null,"38336","Coamo Municipio, Puerto Rico","72","72","043",
"051",null,"36141","Dorado Municipio, Puerto Rico","72","72","051",
"089",null,"17665","Luquillo Municipio, Puerto Rico","72","72","089",
"019",null,"27725","Barranquitas Municipio, Puerto Rico","72","72","019",
"107",null,"20220","Orocovis Municipio, Puerto Rico","72","72","107",
"129",null,"35989","San Lorenzo Municipio, Puerto Rico","72","72","129",
"037",null,"10904","Ceiba Municipio, Puerto Rico","72","72","037",
"039",null,"15808","Ciales Municipio, Puerto Rico","72","72","039",
"071",null,"40423","Isabela Municipio, Puerto Rico","72","72","071",
"073",null,"13891","Jayuya Municipio, Puerto Rico","72","72","073",
"081",null,"24276","Lares Municipio, Puerto Rico","72","72","081",
"085",null,"37007","Las Piedras Municipio, Puerto Rico","72","72","085",
"127",null,"318441","San Juan Municipio, Puerto Rico","72","72","127",
"143",null,"36061","Vega Alta Municipio, Puerto Rico","72","72","143",
"145",null,"50023","Vega Baja Municipio, Puerto Rico","72","72","145",
"093",null,"5430","Maricao Municipio, Puerto Rico","72","72","093",
"049","34.547662166","27711","Garvin County, Oklahoma","40","40","049",
"069","17.238194327","11085","Johnston County, Oklahoma","40","40","069",
"121","33.438017656","43654","Pittsburg County, Oklahoma","40","40","121",
"123","53.142457435","38284","Pontotoc County, Oklahoma","40","40","123",
"129","3.1398806075","3583","Roger Mills County, Oklahoma","40","40","129",
"153","16.262656195","20211","Woodward County, Oklahoma","40","40","153",
"021","64.962516427","48657","Cherokee County, Oklahoma","40","40","021",
"041","58.275503266","43009","Delaware County, Oklahoma","40","40","041",
"045","3.1336357096","3859","Ellis County, Oklahoma","40","40","045",
"051","50.733254135","55834","Grady County, Oklahoma","40","40","051",
"119","119.40993544","81784","Payne County, Oklahoma","40","40","119",
"125","92.146201127","72592","Pottawatomie County, Oklahoma","40","40","125",
"037","75.29799072","71522","Creek County, Oklahoma","40","40","037",
"141","8.3224841809","7250","Tillman County, Oklahoma","40","40","141",
"149","10.882379619","10916","Washita County, Oklahoma","40","40","149",
"033","8.9562140134","5666","Cotton County, Oklahoma","40","40","033",
"075","8.5786509619","8708","Kiowa County, Oklahoma","40","40","075",
"079","31.369947281","49853","Le Flore County, Oklahoma","40","40","079",
"089","17.738738661","32832","McCurtain County, Oklahoma","40","40","089",
"093","7.9884816819","7629","Major County, Oklahoma","40","40","093",
"097","62.711975408","41100","Mayes County, Oklahoma","40","40","097",
"109","1124.9568909","797434","Oklahoma County, Oklahoma","40","40","109",
"039","29.332133511","29003","Custer County, Oklahoma","40","40","039",
"007","2.9264326952","5311","Beaver County, Oklahoma","40","40","007",
"085","19.950901733","10253","Love County, Oklahoma","40","40","085",
"009","24.242545326","21859","Beckham County, Oklahoma","40","40","009",
"063","16.50620984","13279","Hughes County, Oklahoma","40","40","063",
"023","19.046911192","14672","Choctaw County, Oklahoma","40","40","023",
"065","30.561168181","24530","Jackson County, Oklahoma","40","40","065",
"031","112.91607784","120749","Comanche County, Oklahoma","40","40","031",
"081","36.621214706","34877","Lincoln County, Oklahoma","40","40","081",
"117","28.81316326","16376","Pawnee County, Oklahoma","40","40","117",
"001","38.675265348","22194","Adair County, Oklahoma","40","40","001",
"133","38.332441103","24258","Seminole County, Oklahoma","40","40","133",
"137","49.578461495","43143","Stephens County, Oklahoma","40","40","137",
"025","1.1646992495","2137","Cimarron County, Oklahoma","40","40","025",
"011","10.155220818","9429","Blaine County, Oklahoma","40","40","011",
"019","58.514844004","48111","Carter County, Oklahoma","40","40","019",
"029","10.633364459","5495","Coal County, Oklahoma","40","40","029",
"053","4.3297962235","4333","Grant County, Oklahoma","40","40","053",
"055","8.9350255753","5712","Greer County, Oklahoma","40","40","055",
"073","17.55419481","15765","Kingfisher County, Oklahoma","40","40","073",
"087","70.917809271","40474","McClain County, Oklahoma","40","40","087",
"091","31.693954432","19596","McIntosh County, Oklahoma","40","40","091",
"095","45.562258785","16931","Marshall County, Oklahoma","40","40","095",
"099","33.798980541","14073","Murray County, Oklahoma","40","40","099",
"103","15.207974671","11131","Noble County, Oklahoma","40","40","103",
"105","17.807863609","10076","Nowata County, Oklahoma","40","40","105",
"115","66.11277109","31127","Ottawa County, Oklahoma","40","40","115",
"131","136.84777519","92459","Rogers County, Oklahoma","40","40","131",
"135","61.72325706","41569","Sequoyah County, Oklahoma","40","40","135",
"145","144.72435257","81289","Wagoner County, Oklahoma","40","40","145",
"003","6.5800034933","5702","Alfalfa County, Oklahoma","40","40","003",
"151","6.8350182087","8793","Woods County, Oklahoma","40","40","151",
"015","22.509817603","28762","Caddo County, Oklahoma","40","40","015",
"027","527.13525714","284014","Cleveland County, Oklahoma","40","40","027",
"101","83.882314103","67997","Muskogee County, Oklahoma","40","40","101",
"107","19.392154847","11993","Okfuskee County, Oklahoma","40","40","107",
"005","14.104314454","13758","Atoka County, Oklahoma","40","40","005",
"013","53.077612087","47995","Bryan County, Oklahoma","40","40","013",
"061","13.174169677","26835","Union County, Oregon","41","41","061",
"047","294.62141393","347818","Marion County, Oregon","41","41","047",
"029","79.383302602","220944","Jackson County, Oregon","41","41","029",
"019","22.038774258","110980","Douglas County, Oregon","41","41","019",
"023","1.5899583374","7199","Grant County, Oregon","41","41","023",
"031","13.835407554","24658","Jefferson County, Oregon","41","41","031",
"053","116.18606273","86085","Polk County, Oregon","41","41","053",
"005","223.54826862","418187","Clackamas County, Oregon","41","41","005",
"017","65.512630726","197692","Deschutes County, Oregon","41","41","017",
"043","56.72720331","129749","Linn County, Oregon","41","41","043",
"057","24.525359167","27036","Tillamook County, Oregon","41","41","057",
"071","149.60215985","107100","Yamhill County, Oregon","41","41","071",
"001","5.2555982087","16124","Baker County, Oregon","41","41","001",
"033","53.389719869","87487","Josephine County, Oregon","41","41","033",
"035","11.482571274","68238","Klamath County, Oregon","41","41","035",
"059","24.242337186","77950","Umatilla County, Oregon","41","41","059",
"041","50.929541696","49962","Lincoln County, Oregon","41","41","041",
"003","137.81919361","93053","Benton County, Oregon","41","41","003",
"009","79.551515045","52354","Columbia County, Oregon","41","41","009",
"013","8.1922054821","24404","Crook County, Oregon","41","41","013",
"055","2.1612053087","1780","Sherman County, Oregon","41","41","055",
"065","11.20557837","26682","Wasco County, Oregon","41","41","065",
"025","0.7294928415","7393","Harney County, Oregon","41","41","025",
"039","83.859255658","382067","Lane County, Oregon","41","41","039",
"045","3.0918178105","30571","Malheur County, Oregon","41","41","045",
"063","2.2912384394","7208","Wallowa County, Oregon","41","41","063",
"067","830.61446109","601592","Washington County, Oregon","41","41","067",
"069","0.7762140631","1332","Wheeler County, Oregon","41","41","069",
"049","5.7142735901","11603","Morrow County, Oregon","41","41","049",
"007","48.571508088","40224","Clatsop County, Oregon","41","41","007",
"011","40.403599241","64487","Coos County, Oregon","41","41","011",
"015","14.078396693","22925","Curry County, Oregon","41","41","015",
"021","1.5870889458","1912","Gilliam County, Oregon","41","41","021",
"027","44.785494437","23382","Hood River County, Oregon","41","41","027",
"037","0.9668739251","7869","Lake County, Oregon","41","41","037",
"051","1885.5092324","812855","Multnomah County, Oregon","41","41","051",
"103","102.40925076","55809","Pike County, Pennsylvania","42","42","103",
"109","122.79216121","40372","Snyder County, Pennsylvania","42","42","109",
"115","48.971707315","40328","Susquehanna County, Pennsylvania","42","42","115",
"039","83.600582285","84629","Crawford County, Pennsylvania","42","42","039",
"049","337.55736828","269728","Erie County, Pennsylvania","42","42","049",
"057","33.207529634","14530","Fulton County, Pennsylvania","42","42","057",
"067","63.269337766","24763","Juniata County, Pennsylvania","42","42","067",
"107","181.548044","141359","Schuylkill County, Pennsylvania","42","42","107",
"131","67.438935335","26794","Wyoming County, Pennsylvania","42","42","131",
"001","198.59524445","103009","Adams County, Pennsylvania","42","42","001",
"005","99.105781763","64735","Armstrong County, Pennsylvania","42","42","005",
"035","43.505279213","38632","Clinton County, Pennsylvania","42","42","035",
"025","168.34632481","64182","Carbon County, Pennsylvania","42","42","025",
"027","146.4651832","162385","Centre County, Pennsylvania","42","42","027",
"097","198.34400703","90843","Northumberland County, Pennsylvania","42","42","097",
"095","825.58117284","305285","Northampton County, Pennsylvania","42","42","095",
"023","11.223253065","4447","Cameron County, Pennsylvania","42","42","023",
"121","75.143362613","50668","Venango County, Pennsylvania","42","42","121",
"007","377.09710119","163929","Beaver County, Pennsylvania","42","42","007",
"017","1039.4906596","628270","Bucks County, Pennsylvania","42","42","017",
"069","457.0334112","209674","Lackawanna County, Pennsylvania","42","42","069",
"077","1069.5744582","369318","Lehigh County, Pennsylvania","42","42","077",
"083","41.48873934","40625","McKean County, Pennsylvania","42","42","083",
"051","163.56471524","129274","Fayette County, Pennsylvania","42","42","051",
"031","63.974267484","38438","Clarion County, Pennsylvania","42","42","031",
"091","1720.4403096","830915","Montgomery County, Pennsylvania","42","42","091",
"033","69.237526374","79255","Clearfield County, Pennsylvania","42","42","033",
"059","62.911894676","36233","Greene County, Pennsylvania","42","42","059",
"075","391.89646274","141793","Lebanon County, Pennsylvania","42","42","075",
"081","92.205620026","113299","Lycoming County, Pennsylvania","42","42","081",
"079","356.66195853","317417","Luzerne County, Pennsylvania","42","42","079",
"093","139.9697778","18230","Montour County, Pennsylvania","42","42","093",
"123","44.326762049","39191","Warren County, Pennsylvania","42","42","123",
"037","134.50285088","64964","Columbia County, Pennsylvania","42","42","037",
"019","237.92159069","187853","Butler County, Pennsylvania","42","42","019",
"047","36.150608763","29910","Elk County, Pennsylvania","42","42","047",
"065","66.558315824","43425","Jefferson County, Pennsylvania","42","42","065",
"071","578.1440906","545724","Lancaster County, Pennsylvania","42","42","071",
"085","162.70848002","109424","Mercer County, Pennsylvania","42","42","085",
"099","83.909955336","46272","Perry County, Pennsylvania","42","42","099",
"105","15.28313493","16526","Potter County, Pennsylvania","42","42","105",
"113","13.481806501","6066","Sullivan County, Pennsylvania","42","42","113",
"117","35.801696889","40591","Tioga County, Pennsylvania","42","42","117",
"005","801.28864723","82082","Newport County, Rhode Island","44","44","005",
"003","974.64998975","164292","Kent County, Rhode Island","44","44","003",
"007","1560.3245879","638931","Providence County, Rhode Island","44","44","007",
"001","2008.8848537","48479","Bristol County, Rhode Island","44","44","001",
"009","381.3700942","125577","Washington County, Rhode Island","44","44","009",
"003","159.59199841","170872","Aiken County, South Carolina","45","45","003",
"005","21.289388396","8688","Allendale County, South Carolina","45","45","005",
"071","61.011636582","38440","Newberry County, South Carolina","45","45","071",
"037","54.43875086","27260","Edgefield County, South Carolina","45","45","037",
"023","55.529790138","32244","Chester County, South Carolina","45","45","023",
"027","55.596729559","33745","Clarendon County, South Carolina","45","45","027",
"029","35.662753112","37677","Colleton County, South Carolina","45","45","029",
"067","62.660178447","30657","Marion County, South Carolina","45","45","067",
"085","160.46489451","106721","Sumter County, South Carolina","45","45","085",
"063","427.40105136","298750","Lexington County, South Carolina","45","45","063",
"073","126.96524257","79546","Oconee County, South Carolina","45","45","073",
"011","38.05032877","20866","Barnwell County, South Carolina","45","45","011",
"015","206.4992844","227907","Berkeley County, South Carolina","45","45","015",
"019","448.18214778","411406","Charleston County, South Carolina","45","45","019",
"031","118.83322041","66618","Darlington County, South Carolina","45","45","031",
"043","77.012500863","62680","Georgetown County, South Carolina","45","45","043",
"069","54.426815956","26118","Marlboro County, South Carolina","45","45","069",
"091","412.7959259","280979","York County, South Carolina","45","45","091",
"007","283.75304725","202558","Anderson County, South Carolina","45","45","007",
"021","145.67691039","57300","Cherokee County, South Carolina","45","45","021",
"025","57.134944108","45650","Chesterfield County, South Carolina","45","45","025",
"047","155.72329979","70811","Greenwood County, South Carolina","45","45","047",
"053","45.901637101","30073","Jasper County, South Carolina","45","45","053",
"051","312.51662259","354081","Horry County, South Carolina","45","45","051",
"055","91.590862268","66551","Kershaw County, South Carolina","45","45","055",
"061","41.025462569","16828","Lee County, South Carolina","45","45","061",
"075","77.891551197","86175","Orangeburg County, South Carolina","45","45","075",
"083","395.89874684","319785","Spartanburg County, South Carolina","45","45","083",
"001","49.909760456","24527","Abbeville County, South Carolina","45","45","001",
"009","35.757981075","14066","Bamberg County, South Carolina","45","45","009",
"013","333.45829391","192122","Beaufort County, South Carolina","45","45","013",
"017","38.181620933","14553","Calhoun County, South Carolina","45","45","017",
"033","75.244323087","30479","Dillon County, South Carolina","45","45","033",
"081","45.19917996","20473","Saluda County, South Carolina","45","45","081",
"079","548.98298233","415759","Richland County, South Carolina","45","45","079",
"039","32.561333629","22347","Fairfield County, South Carolina","45","45","039",
"049","34.326551968","19222","Hampton County, South Carolina","45","45","049",
"045","666.82074767","523542","Greenville County, South Carolina","45","45","045",
"057","178.50602283","98012","Lancaster County, South Carolina","45","45","057",
"035","286.33614908","162809","Dorchester County, South Carolina","45","45","035",
"041","172.75603372","138293","Florence County, South Carolina","45","45","041",
"059","94.559181937","67493","Laurens County, South Carolina","45","45","059",
"065","26.349854655","9463","McCormick County, South Carolina","45","45","065",
"077","255.31145916","126884","Pickens County, South Carolina","45","45","077",
"087","53.126302935","27316","Union County, South Carolina","45","45","087",
"089","32.508156833","30368","Williamsburg County, South Carolina","45","45","089",
"003","3.8830703924","2751","Aurora County, South Dakota","46","46","003",
"051","10.348580642","7052","Grant County, South Dakota","46","46","051",
"123","3.374351016","5441","Tripp County, South Dakota","46","46","123",
"085","2.3024741446","3781","Lyman County, South Dakota","46","46","085",
"137","1.4052331729","2756","Ziebach County, South Dakota","46","46","137",
"039","6.986879309","4351","Deuel County, South Dakota","46","46","039",
"115","4.2407384952","6376","Spink County, South Dakota","46","46","115",
"009","12.245598379","6901","Bon Homme County, South Dakota","46","46","009",
"015","6.4815654303","5297","Brule County, South Dakota","46","46","015",
"011","44.276484068","35077","Brookings County, South Dakota","46","46","011",
"047","3.8582917107","6713","Fall River County, South Dakota","46","46","047",
"053","4.1233571912","4185","Gregory County, South Dakota","46","46","053",
"057","12.158786094","6164","Hamlin County, South Dakota","46","46","057",
"071","1.7941044306","3344","Jackson County, South Dakota","46","46","071",
"099","239.37250132","193134","Minnehaha County, South Dakota","46","46","099",
"033","5.7625602343","8972","Custer County, South Dakota","46","46","033",
"069","1.5116843566","1301","Hyde County, South Dakota","46","46","069",
"025","3.9014054697","3736","Clark County, South Dakota","46","46","025",
"049","2.3418758909","2299","Faulk County, South Dakota","46","46","049",
"067","8.9678730152","7291","Hutchinson County, South Dakota","46","46","067",
"077","5.9346082998","4939","Kingsbury County, South Dakota","46","46","077",
"129","7.6695990747","5435","Walworth County, South Dakota","46","46","129",
"017","4.1620245314","1962","Buffalo County, South Dakota","46","46","017",
"027","34.147945066","14070","Clay County, South Dakota","46","46","027",
"037","5.2737273882","5424","Day County, South Dakota","46","46","037",
"041","2.5589705808","5892","Dewey County, South Dakota","46","46","041",
"043","6.7646941259","2921","Douglas County, South Dakota","46","46","043",
"063","0.4858567019","1298","Harding County, South Dakota","46","46","063",
"065","23.63501052","17526","Hughes County, South Dakota","46","46","065",
"089","2.0930046666","2379","McPherson County, South Dakota","46","46","089",
"109","9.4400913755","10394","Roberts County, South Dakota","46","46","109",
"111","4.1177106828","2344","Sanborn County, South Dakota","46","46","111",
"119","1.3817111662","1391","Sully County, South Dakota","46","46","119",
"083","105.88729235","61128","Lincoln County, South Dakota","46","46","083",
"059","2.2211399913","3191","Hand County, South Dakota","46","46","059",
"079","22.734403826","12797","Lake County, South Dakota","46","46","079",
"081","32.302864805","25844","Lawrence County, South Dakota","46","46","081",
"135","43.772977624","22814","Yankton County, South Dakota","46","46","135",
"029","40.735323883","28009","Codington County, South Dakota","46","46","029",
"005","14.660260714","18453","Beadle County, South Dakota","46","46","005",
"019","4.6350751486","10429","Butte County, South Dakota","46","46","019",
"031","1.6544558133","4086","Corson County, South Dakota","46","46","031",
"035","45.393685402","19775","Davison County, South Dakota","46","46","035",
"045","3.4005912475","3829","Edmunds County, South Dakota","46","46","045",
"021","1.875485167","1376","Campbell County, South Dakota","46","46","021",
"073","3.8260312882","2013","Jerauld County, South Dakota","46","46","073",
"007","2.8405212241","3365","Bennett County, South Dakota","46","46","007",
"055","1.0488576792","1899","Haakon County, South Dakota","46","46","055",
"117","2.1447881755","3098","Stanley County, South Dakota","46","46","117",
"075","0.9312427751","903","Jones County, South Dakota","46","46","075",
"093","8.1626446059","28332","Meade County, South Dakota","46","46","093",
"107","2.5001806169","2153","Potter County, South Dakota","46","46","107",
"125","13.586920554","8384","Turner County, South Dakota","46","46","125",
"013","22.67268587","38839","Brown County, South Dakota","46","46","013",
"023","8.4666060845","9292","Charles Mix County, South Dakota","46","46","023",
"061","7.9454800548","3453","Hanson County, South Dakota","46","46","061",
"087","9.7282275943","5586","McCook County, South Dakota","46","46","087",
"091","5.88816908","4935","Marshall County, South Dakota","46","46","091",
"095","1.576501095","2061","Mellette County, South Dakota","46","46","095",
"101","12.661166272","6576","Moody County, South Dakota","46","46","101",
"105","0.9980978405","2865","Perkins County, South Dakota","46","46","105",
"103","40.973936642","113775","Pennington County, South Dakota","46","46","103",
"121","7.3289882057","10177","Todd County, South Dakota","46","46","121",
"127","34.577896105","15932","Union County, South Dakota","46","46","127",
"097","3.8865583774","2216","Miner County, South Dakota","46","46","097",
"102","6.7715855051","14177","Oglala Lakota County, South Dakota","46","46","102",
"031","131.75945428","56520","Coffee County, Tennessee","47","47","031",
"047","58.363280283","41133","Fayette County, Tennessee","47","47","047",
"067","29.776382237","6620","Hancock County, Tennessee","47","47","067",
"073","116.59066506","56786","Hawkins County, Tennessee","47","47","073",
"091","59.603257748","17788","Johnson County, Tennessee","47","47","091",
"103","60.255063763","34366","Lincoln County, Tennessee","47","47","103",
"111","80.099329604","24602","Macon County, Tennessee","47","47","111",
"127","50.207956065","6488","Moore County, Tennessee","47","47","127",
"147","150.76809409","71813","Robertson County, Tennessee","47","47","147",
"051","76.119714867","42208","Franklin County, Tennessee","47","47","051",
"009","238.15910556","133088","Blount County, Tennessee","47","47","009",
"021","134.42534173","40667","Cheatham County, Tennessee","47","47","021",
"019","165.24432053","56391","Carter County, Tennessee","47","47","019",
"057","83.111614359","23320","Grainger County, Tennessee","47","47","057",
"055","48.228005745","29464","Giles County, Tennessee","47","47","055",
"097","54.31098689","25633","Lauderdale County, Tennessee","47","47","097",
"099","71.527887217","44142","Lawrence County, Tennessee","47","47","099",
"113","175.85889251","97984","Madison County, Tennessee","47","47","113",
"115","58.016552538","28907","Marion County, Tennessee","47","47","115",
"133","51.307400519","22241","Overton County, Tennessee","47","47","133",
"137","30.973353462","5048","Pickett County, Tennessee","47","47","137",
"165","361.28118154","191283","Sumner County, Tennessee","47","47","165",
"181","22.711881161","16673","Wayne County, Tennessee","47","47","181",
"169","98.686671503","11284","Trousdale County, Tennessee","47","47","169",
"187","409.03186847","238412","Williamson County, Tennessee","47","47","187",
"003","104.95964575","49713","Bedford County, Tennessee","47","47","003",
"027","32.193754529","7615","Clay County, Tennessee","47","47","027",
"059","111.01328032","69069","Greene County, Tennessee","47","47","059",
"035","88.825806199","60520","Cumberland County, Tennessee","47","47","035",
"157","1227.364354","937166","Shelby County, Tennessee","47","47","157",
"175","21.47648435","5872","Van Buren County, Tennessee","47","47","175",
"025","73.536559547","31959","Claiborne County, Tennessee","47","47","025",
"077","54.070230938","28117","Henderson County, Tennessee","47","47","077",
"081","41.108051519","25178","Hickman County, Tennessee","47","47","081",
"085","35.010003502","18582","Humphreys County, Tennessee","47","47","085",
"089","198.11124463","54495","Jefferson County, Tennessee","47","47","089",
"141","200.05917162","80245","Putnam County, Tennessee","47","47","141",
"153","56.520385722","15026","Sequatchie County, Tennessee","47","47","153",
"155","165.82597205","98250","Sevier County, Tennessee","47","47","155",
"161","29.829738111","13715","Stewart County, Tennessee","47","47","161",
"017","46.459712983","27767","Carroll County, Tennessee","47","47","017",
"023","60.534846847","17297","Chester County, Tennessee","47","47","023",
"039","34.931930106","11663","Decatur County, Tennessee","47","47","039",
"037","1378.7692334","694144","Davidson County, Tennessee","47","47","037",
"087","38.188431633","11786","Jackson County, Tennessee","47","47","087",
"109","45.650486401","25694","McNairy County, Tennessee","47","47","109",
"135","19.471410669","8076","Perry County, Tennessee","47","47","135",
"145","147.97193587","53382","Roane County, Tennessee","47","47","145",
"011","328.83989693","108110","Bradley County, Tennessee","47","47","011",
"121","63.658447919","12422","Meigs County, Tennessee","47","47","121",
"063","402.84412486","64934","Hamblen County, Tennessee","47","47","063",
"075","32.458755597","17304","Haywood County, Tennessee","47","47","075",
"173","89.328927243","19972","Union County, Tennessee","47","47","173",
"071","44.432267403","25652","Hardin County, Tennessee","47","47","071",
"125","387.62353335","208993","Montgomery County, Tennessee","47","47","125",
"043","110.12082279","53948","Dickson County, Tennessee","47","47","043",
"129","40.987789835","21403","Morgan County, Tennessee","47","47","129",
"061","37.251271703","13427","Grundy County, Tennessee","47","47","061",
"123","73.209525718","46545","Monroe County, Tennessee","47","47","123",
"079","57.563381912","32345","Henry County, Tennessee","47","47","079",
"029","82.552409907","36004","Cocke County, Tennessee","47","47","029",
"033","53.59129453","14230","Crockett County, Tennessee","47","47","033",
"041","67.309450223","20490","DeKalb County, Tennessee","47","47","041",
"095","42.319864","7016","Lake County, Tennessee","47","47","095",
"093","925.21884364","470313","Knox County, Tennessee","47","47","093",
"101","43.48936748","12268","Lewis County, Tennessee","47","47","101",
"107","125.06836258","53794","McMinn County, Tennessee","47","47","107",
"117","91.553849178","34375","Marshall County, Tennessee","47","47","117",
"131","55.187923342","30069","Obion County, Tennessee","47","47","131",
"143","105.16422054","33167","Rhea County, Tennessee","47","47","143",
"151","41.457777877","22068","Scott County, Tennessee","47","47","151",
"167","134.3756967","61599","Tipton County, Tennessee","47","47","167",
"001","228.28363229","76978","Anderson County, Tennessee","47","47","001",
"045","72.526396216","37159","Dyer County, Tennessee","47","47","045",
"049","37.14861942","18523","Fentress County, Tennessee","47","47","049",
"053","81.51538059","49133","Gibson County, Tennessee","47","47","053",
"065","678.14667411","367804","Hamilton County, Tennessee","47","47","065",
